,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2019-01-05-01,996.8,-999,17.3,-999,100,0.4,212,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-02,996.5,-999,17.2,-999,100,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-03,995.4,-999,17.1,-999,100,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-04,994.9,-999,17.0,-999,100,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-05,994.8,-999,17.1,-999,100,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-06,995.1,-999,17.1,-999,100,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-07,995.6,-999,16.9,-999,100,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-08,995.9,-999,17.2,-999,100,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-09,996.4,-999,17.4,-999,100,0.3,306,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-10,997.0,-999,17.4,-999,100,0.8,249,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-11,996.8,-999,18.1,-999,99,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-12,996.0,-999,19.3,-999,95,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-13,995.1,-999,20.4,-999,88,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-14,994.9,-999,19.7,-999,90,0.3,297,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-15,994.5,-999,18.8,-999,93,0.3,68,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-16,994.6,-999,18.3,-999,94,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-17,994.8,-999,18.0,-999,95,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-18,995.4,-999,17.8,-999,96,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-19,995.8,-999,17.6,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-20,996.1,-999,17.6,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-21,996.3,-999,17.7,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-22,996.2,-999,17.6,-999,98,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-05-23,995.9,-999,17.5,-999,98,0.0,0,-999,-999,2.0,-999,-999,-999,-999,-999,-999
2019-01-05-24,995.8,-999,17.5,-999,99,0.2,0,-999,-999,1.0,-999,-999,-999,-999,-999,-999
2019-01-06-01,996.1,-999,17.4,-999,99,0.0,0,-999,-999,1.0,-999,-999,-999,-999,-999,-999
2019-01-06-02,996.2,-999,17.3,-999,99,0.8,285,-999,-999,2.0,-999,-999,-999,-999,-999,-999
2019-01-06-03,996.1,-999,16.6,-999,99,0.0,0,-999,-999,1.5,-999,-999,-999,-999,-999,-999
2019-01-06-04,996.6,-999,15.6,-999,100,0.0,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-06-05,996.7,-999,15.3,-999,100,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-06-06,997.0,-999,15.4,-999,100,0.0,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-06-07,997.6,-999,15.4,-999,100,0.0,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-06-08,998.3,-999,15.9,-999,100,0.0,0,-999,-999,1.5,-999,-999,-999,-999,-999,-999
2019-01-06-09,998.9,-999,16.2,-999,100,0.0,0,-999,-999,1.0,-999,-999,-999,-999,-999,-999
2019-01-06-10,999.4,-999,16.2,-999,100,0.6,286,-999,-999,1.0,-999,-999,-999,-999,-999,-999
2019-01-06-11,998.8,-999,16.1,-999,100,0.0,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-06-12,997.9,-999,16.3,-999,100,0.0,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-06-13,997.2,-999,16.4,-999,100,0.1,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-06-14,997.2,-999,16.3,-999,99,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-06-15,996.9,-999,16.0,-999,99,0.3,149,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-06-16,996.8,-999,16.0,-999,97,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-06-17,997.1,-999,15.8,-999,97,0.3,177,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-06-18,997.4,-999,15.7,-999,97,0.1,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-06-19,997.7,-999,15.8,-999,96,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-06-20,998.2,-999,15.9,-999,96,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-06-21,998.3,-999,15.9,-999,96,0.5,107,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-06-22,998.1,-999,15.8,-999,97,0.3,215,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-06-23,997.8,-999,15.9,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-06-24,997.6,-999,15.7,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-01,997.6,-999,15.9,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-02,997.0,-999,15.9,-999,98,0.4,79,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-03,996.4,-999,16.0,-999,98,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-04,996.3,-999,16.1,-999,98,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-05,996.6,-999,16.3,-999,98,0.0,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-07-06,996.6,-999,16.4,-999,97,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-07,996.8,-999,16.7,-999,97,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-08,997.3,-999,16.8,-999,97,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-09,997.4,-999,17.4,-999,94,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-10,997.3,-999,18.2,-999,92,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-11,996.4,-999,19.7,-999,87,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-12,995.4,-999,20.3,-999,82,1.2,169,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-13,994.4,-999,21.2,-999,84,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-14,993.8,-999,21.5,-999,85,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-15,993.8,-999,21.5,-999,82,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-16,994.0,-999,20.9,-999,84,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-17,994.2,-999,19.6,-999,91,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-18,994.6,-999,18.9,-999,94,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-19,994.9,-999,18.1,-999,96,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-20,995.3,-999,18.6,-999,95,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-21,995.5,-999,17.9,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-22,995.4,-999,17.9,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-23,995.2,-999,17.8,-999,98,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-07-24,994.9,-999,17.8,-999,98,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-01,995.1,-999,17.5,-999,98,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-02,995.2,-999,17.2,-999,99,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-03,995.4,-999,17.3,-999,99,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-04,995.5,-999,17.3,-999,99,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-05,996.1,-999,17.5,-999,99,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-06,996.4,-999,17.5,-999,99,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-07,997.1,-999,17.8,-999,99,0.4,219,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-08,997.7,-999,17.8,-999,99,0.4,225,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-08-09,998.2,-999,17.5,-999,99,0.7,303,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-10,998.3,-999,17.6,-999,97,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-11,997.9,-999,17.6,-999,98,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-12,997.5,-999,17.8,-999,97,0.5,308,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-13,996.6,-999,18.2,-999,93,0.3,67,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-14,995.9,-999,18.0,-999,95,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-15,995.6,-999,18.2,-999,91,0.5,79,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-16,996.3,-999,17.9,-999,96,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-17,996.7,-999,17.2,-999,97,0.5,339,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-18,997.4,-999,16.9,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-19,997.8,-999,16.8,-999,98,0.0,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-08-20,997.8,-999,16.8,-999,98,0.4,171,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-21,998.3,-999,16.8,-999,98,0.8,109,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-08-22,998.6,-999,16.5,-999,98,0.6,80,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-08-23,999.2,-999,16.3,-999,98,0.0,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-08-24,999.2,-999,15.9,-999,98,0.5,110,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-01,999.4,-999,15.7,-999,97,0.3,114,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-09-02,999.4,-999,15.3,-999,98,1.0,141,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-03,999.4,-999,15.1,-999,97,1.3,87,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-04,999.4,-999,15.0,-999,97,1.6,97,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-05,999.7,-999,14.9,-999,97,0.3,210,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2019-01-09-06,1000.0,-999,14.8,-999,97,0.3,161,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-07,1000.1,-999,14.8,-999,97,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-08,1000.7,-999,15.1,-999,97,0.4,269,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-09,1000.8,-999,15.4,-999,97,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-10,1000.7,-999,16.1,-999,96,0.3,213,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-11,1000.3,-999,17.1,-999,96,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-12,999.1,-999,17.3,-999,94,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-13,997.9,-999,17.7,-999,93,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-14,997.2,-999,17.9,-999,92,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-15,996.9,-999,17.7,-999,91,0.6,67,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-16,997.0,-999,17.3,-999,93,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-17,997.1,-999,16.9,-999,94,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-18,997.1,-999,17.0,-999,94,0.7,80,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-19,997.5,-999,17.3,-999,93,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-20,997.7,-999,17.5,-999,93,0.3,53,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-21,997.5,-999,17.8,-999,93,0.3,76,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-22,997.3,-999,18.0,-999,93,0.6,60,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-23,996.6,-999,18.3,-999,92,0.8,63,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-09-24,996.1,-999,18.7,-999,91,0.7,62,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-01,995.8,-999,18.5,-999,92,0.5,73,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-02,995.4,-999,18.6,-999,93,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-03,995.2,-999,18.6,-999,93,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-04,994.8,-999,18.7,-999,94,0.5,79,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-05,994.6,-999,18.0,-999,96,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-06,994.8,-999,17.9,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-07,995.1,-999,18.1,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-08,995.6,-999,18.4,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-09,996.3,-999,21.8,-999,86,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-10,996.3,-999,23.3,-999,81,0.4,236,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-11,995.5,-999,25.1,-999,74,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-12,994.6,-999,25.3,-999,73,0.4,269,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-13,993.4,-999,26.1,-999,70,0.5,272,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-14,992.6,-999,26.2,-999,72,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-15,992.6,-999,25.5,-999,74,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2019-01-10-16,993.0,-999,23.2,-999,83,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
