,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2022-01-05-19,1013.3,-999,17.8,-999,96,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-05-20,/,-999,/,-999,/,/,/,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-05-21,1014.1,-999,17.4,-999,97,0.0,0,-999,-999,&,-999,-999,-999,-999,-999,-999
2022-01-05-22,1015.0,-999,17.5,-999,97,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-05-23,1015.2,-999,17.7,-999,97,0.4,26,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-05-24,1015.1,-999,17.6,-999,97,0.1,0,-999,-999,1.0,-999,-999,-999,-999,-999,-999
2022-01-06-01,1015.2,-999,17.3,-999,98,0.2,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-02,/,-999,/,-999,/,/,/,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-03,1015.8,-999,16.7,-999,98,0.8,53,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2022-01-06-04,1015.9,-999,16.4,-999,93,0.9,47,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-05,1017.0,-999,16.4,-999,88,1.2,55,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-06,/,-999,/,-999,/,/,/,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-07,1018.6,-999,16.2,-999,85,1.0,48,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-08,/,-999,/,-999,/,/,/,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-09,1019.7,-999,16.5,-999,83,1.9,53,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-10,1019.9,-999,17.0,-999,83,1.2,53,-999,-999,&,-999,-999,-999,-999,-999,-999
2022-01-06-11,1019.2,-999,16.8,-999,86,0.8,49,-999,-999,&,-999,-999,-999,-999,-999,-999
2022-01-06-12,1018.4,-999,15.9,-999,93,1.4,52,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-13,1017.3,-999,15.6,-999,97,1.8,49,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-14,1017.1,-999,15.2,-999,96,2.0,56,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2022-01-06-15,1017.0,-999,15.7,-999,89,2.3,50,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-16,1017.3,-999,16.4,-999,83,2.0,56,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-17,1017.7,-999,16.4,-999,82,2.1,56,-999,-999,&,-999,-999,-999,-999,-999,-999
2022-01-06-18,1018.3,-999,16.1,-999,86,2.3,52,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-06-19,1019.6,-999,14.7,-999,93,1.7,62,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2022-01-06-20,1020.2,-999,14.2,-999,96,1.7,62,-999,-999,2.0,-999,-999,-999,-999,-999,-999
2022-01-06-21,1020.6,-999,14.3,-999,98,1.5,60,-999,-999,1.0,-999,-999,-999,-999,-999,-999
2022-01-06-22,1019.7,-999,14.1,-999,97,1.7,59,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2022-01-06-23,1020.5,-999,13.8,-999,97,1.3,60,-999,-999,3.0,-999,-999,-999,-999,-999,-999
2022-01-06-24,/,-999,/,-999,/,/,/,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2022-01-07-01,1019.8,-999,14.3,-999,95,1.5,64,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-02,1020.0,-999,14.1,-999,95,2.4,61,-999,-999,1.0,-999,-999,-999,-999,-999,-999
2022-01-07-03,1019.7,-999,13.9,-999,96,2.0,54,-999,-999,1.0,-999,-999,-999,-999,-999,-999
2022-01-07-04,1019.3,-999,13.9,-999,95,2.2,58,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-05,1020.1,-999,14.4,-999,91,0.9,54,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-06,1020.6,-999,14.1,-999,93,1.6,58,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2022-01-07-07,1020.6,-999,14.8,-999,87,1.6,55,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-08,1021.0,-999,15.3,-999,85,1.3,60,-999,-999,&,-999,-999,-999,-999,-999,-999
2022-01-07-09,/,-999,/,-999,/,/,/,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-10,1021.1,-999,15.9,-999,80,0.7,61,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-11,1020.5,-999,16.2,-999,80,1.1,65,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-12,1019.7,-999,15.9,-999,79,1.4,58,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-13,1018.7,-999,16.1,-999,82,1.0,59,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-14,1018.2,-999,16.1,-999,79,1.8,59,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-15,1018.0,-999,15.9,-999,78,1.1,54,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-16,1018.0,-999,16.0,-999,77,1.4,53,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-17,1018.5,-999,16.0,-999,77,0.8,66,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-18,1018.7,-999,16.1,-999,77,1.4,55,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-19,1019.3,-999,16.2,-999,77,1.4,67,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-20,1019.7,-999,16.2,-999,76,1.6,53,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-21,1019.8,-999,16.1,-999,77,1.5,58,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-22,1019.7,-999,16.0,-999,79,1.2,68,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-23,1019.0,-999,16.0,-999,77,1.1,74,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-07-24,1018.8,-999,16.1,-999,75,1.2,58,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-01,1018.5,-999,16.1,-999,75,0.3,71,-999,-999,0.0,-999,-999,-999,-999,-999,-999
